source_partner,source_country,destination_country,gsv
#####,Qatar,Egypt,1091812
#####,Qatar,Estonia,9556
#####,Qatar,Finland,83124
#####,Qatar,France,1068072
#####,Qatar,Germany,831332
#####,Qatar,Ghana,4037691
#####,Qatar,India,1159867013
#####,Qatar,Ireland,2349
#####,Qatar,Italy,287108
#####,Qatar,Latvia,757
#####,Qatar,Lithuania,206404
#####,Qatar,Luxembourg,5109
#####,Qatar,Malawi,240
#####,Qatar,Malaysia,79635792
#####,Qatar,Mali,15616
#####,Qatar,Mozambique,673583
#####,Qatar,Netherlands,632429
#####,Qatar,Philippines,17048528
#####,Qatar,Portugal,140090
#####,Qatar,Senegal,335593
#####,Qatar,Sierra Leone,1056
#####,Qatar,South Africa,761325
#####,Qatar,Spain,379185
#####,Qatar,Tanzania,186771
#####,Qatar,Uganda,10491679
#####,Qatar,United Kingdom,11642
#####,Qatar,Zimbabwe,76404
#####,Romania,Austria,576749
#####,Romania,Belgium,634049
#####,Romania,Benin,83100
#####,Romania,Bulgaria,7092
#####,Romania,Colombia,50
#####,Romania,C̫te d'Ivoire,217
#####,Romania,Cyprus,2685
#####,Romania,Egypt,2058
#####,Romania,Estonia,815
#####,Romania,Finland,46954
#####,Romania,France,533928
#####,Romania,Germany,2742607
#####,Romania,Ghana,1549
#####,Romania,India,641
#####,Romania,Ireland,31978
#####,Romania,Italy,2723738
#####,Romania,Latvia,1542
#####,Romania,Lithuania,206679
#####,Romania,Luxembourg,37057
#####,Romania,Malaysia,1665
#####,Romania,Netherlands,238242
#####,Romania,Philippines,232684
#####,Romania,Portugal,180334
#####,Romania,South Africa,964
#####,Romania,Spain,2606502
#####,Russian Federation,Austria,126558
#####,Russian Federation,Belgium,130199
#####,Russian Federation,Bulgaria,9964
#####,Russian Federation,Cameroon,77691
#####,Russian Federation,"Congo, Democratic Republic of the",624
#####,Russian Federation,C̫te d'Ivoire,117445
#####,Russian Federation,Cyprus,1301
#####,Russian Federation,Estonia,160302
#####,Russian Federation,Finland,76243
#####,Russian Federation,France,683218
#####,Russian Federation,Gabon,113
#####,Russian Federation,Germany,2143126
#####,Russian Federation,Ghana,129729
#####,Russian Federation,Guinea,178
#####,Russian Federation,Guinea-Bissau,51
#####,Russian Federation,India,776362
#####,Russian Federation,Ireland,7884
#####,Russian Federation,Italy,538835
#####,Russian Federation,Latvia,340169
#####,Russian Federation,Lithuania,208351
#####,Russian Federation,Luxembourg,6597
#####,Russian Federation,Malaysia,36085
#####,Russian Federation,Netherlands,156942
#####,Russian Federation,Portugal,90736
#####,Russian Federation,Senegal,62415
#####,Russian Federation,Sierra Leone,220
#####,Russian Federation,Spain,862374
#####,Russian Federation,Tanzania,385
#####,Russian Federation,Uganda,42102
#####,Russian Federation,United Kingdom,444261
#####,Russian Federation,Zimbabwe,113
#####,Rwanda,Belgium,733
#####,Rwanda,France,11585
#####,Rwanda,Germany,5030
#####,Rwanda,India,20756
#####,Rwanda,Mozambique,72
#####,Rwanda,Netherlands,6498
#####,Rwanda,Philippines,308
#####,Rwanda,Senegal,335
#####,Rwanda,Uganda,4493
#####,Saint Kitts and Nevis,India,7910
#####,Saint Kitts and Nevis,Spain,176
#####,Saint Lucia,Austria,12951
#####,Saint Lucia,France,25884
#####,Saint Lucia,Germany,16067
#####,Saint Lucia,Ghana,7408
#####,Saint Lucia,India,678524
#####,Saint Lucia,Malaysia,7885
#####,Saint Lucia,Netherlands,326
#####,Saint Martin (French part),France,7014
#####,Saint Vincent and the Grenadines,Ghana,33
#####,Saint Vincent and the Grenadines,India,137270
#####,Samoa,France,108
#####,Samoa,Germany,614
#####,Samoa,India,231749
#####,Samoa,Philippines,36
#####,Samoa,Tanzania,51
#####,Saudi Arabia,Austria,1235497
#####,Saudi Arabia,Belgium,2907990
#####,Saudi Arabia,Benin,1860114
#####,Saudi Arabia,Bulgaria,393185
#####,Saudi Arabia,Burkina Faso,17858
#####,Saudi Arabia,Burundi,4617
#####,Saudi Arabia,Cameroon,2234057
#####,Saudi Arabia,"Congo, Democratic Republic of the",35254
#####,Saudi Arabia,C̫te d'Ivoire,1180849
#####,Saudi Arabia,Cyprus,259437
#####,Saudi Arabia,Egypt,73483036
#####,Saudi Arabia,Estonia,69177
#####,Saudi Arabia,Finland,869277
#####,Saudi Arabia,France,8083829
#####,Saudi Arabia,Gabon,86821
#####,Saudi Arabia,Germany,7202486
#####,Saudi Arabia,Ghana,25843989
#####,Saudi Arabia,Guinea,24103
#####,Saudi Arabia,Guinea-Bissau,3669
#####,Saudi Arabia,India,2381382789
#####,Saudi Arabia,Ireland,2813382
#####,Saudi Arabia,Italy,3762944
#####,Saudi Arabia,Latvia,254846
#####,Saudi Arabia,Liberia,21478
#####,Saudi Arabia,Lithuania,3369829
#####,Saudi Arabia,Luxembourg,99423
#####,Saudi Arabia,Malawi,10113
#####,Saudi Arabia,Malaysia,202539570
#####,Saudi Arabia,Mali,60714
#####,Saudi Arabia,Malta,189292
#####,Saudi Arabia,Mozambique,1638852
#####,Saudi Arabia,Netherlands,2435233
#####,Saudi Arabia,Philippines,403151118
#####,Saudi Arabia,Portugal,2350966
#####,Saudi Arabia,Senegal,1359328
#####,Saudi Arabia,Sierra Leone,3930
#####,Saudi Arabia,South Africa,89663
#####,Saudi Arabia,Spain,9435284
#####,Saudi Arabia,Tanzania,3615997
#####,Saudi Arabia,Uganda,184461673
#####,Saudi Arabia,United Kingdom,148870730
#####,Saudi Arabia,Zimbabwe,25526
#####,Senegal,Belgium,24062
#####,Senegal,Benin,19878
#####,Senegal,Cameroon,5116
#####,Senegal,C̫te d'Ivoire,230
#####,Senegal,Finland,6518
#####,Senegal,France,1080804
#####,Senegal,Germany,14754
#####,Senegal,Ghana,1808
#####,Senegal,Guinea,827
#####,Senegal,India,425586
#####,Senegal,Italy,22807
#####,Senegal,Liberia,15
#####,Senegal,Lithuania,2147
#####,Senegal,Malaysia,20595
#####,Senegal,Netherlands,37221
#####,Senegal,Philippines,2634
#####,Senegal,Portugal,44850
#####,Senegal,Senegal,50592
#####,Senegal,Spain,21197
#####,Senegal,Uganda,18528
#####,Seychelles,France,1368
#####,Seychelles,Germany,282
#####,Seychelles,India,1355
#####,Seychelles,Italy,6399
#####,Seychelles,Malaysia,1495
#####,Seychelles,South Africa,1095
#####,Seychelles,Uganda,81
#####,Sierra Leone,Belgium,4809
#####,Sierra Leone,Benin,2657
#####,Sierra Leone,C̫te d'Ivoire,1373
#####,Sierra Leone,Germany,35357
#####,Sierra Leone,Ghana,5189
#####,Sierra Leone,India,181645
#####,Sierra Leone,Italy,32581
#####,Sierra Leone,Liberia,1093
#####,Sierra Leone,Malawi,87
#####,Sierra Leone,Malaysia,1309
#####,Sierra Leone,Netherlands,2968
#####,Sierra Leone,Spain,298
#####,Sierra Leone,Tanzania,656
#####,Singapore,Austria,24278
#####,Singapore,Belgium,201678
#####,Singapore,Benin,10620
#####,Singapore,Burundi,216
#####,Singapore,Cameroon,24252
#####,Singapore,Colombia,138
#####,Singapore,C̫te d'Ivoire,3316
#####,Singapore,Egypt,39586
#####,Singapore,Estonia,106
#####,Singapore,Finland,26445
#####,Singapore,France,146945
#####,Singapore,Gabon,415
#####,Singapore,Germany,266048
#####,Singapore,Ghana,245396
#####,Singapore,Guinea,48
#####,Singapore,India,34581207
#####,Singapore,Ireland,3012
#####,Singapore,Italy,150103
#####,Singapore,Latvia,2948
#####,Singapore,Liberia,300
#####,Singapore,Lithuania,132459
#####,Singapore,Luxembourg,27625
#####,Singapore,Malawi,2546
#####,Singapore,Malaysia,47814323
#####,Singapore,Mali,482
#####,Singapore,Mozambique,749
#####,Singapore,Netherlands,55850
#####,Singapore,Philippines,664177
#####,Singapore,Portugal,97029
#####,Singapore,Senegal,2955
#####,Singapore,Sierra Leone,5920
#####,Singapore,South Africa,11111
#####,Singapore,Spain,120697
#####,Singapore,Tanzania,83925
#####,Singapore,Uganda,127088
#####,Singapore,United Kingdom,480
#####,Singapore,Zimbabwe,13800
#####,Slovakia,Austria,96134
#####,Slovakia,Belgium,270582
#####,Slovakia,Benin,15350
#####,Slovakia,Bulgaria,202
#####,Slovakia,Cameroon,6119
#####,Slovakia,C̫te d'Ivoire,11303
#####,Slovakia,Egypt,25010
#####,Slovakia,Estonia,2114
#####,Slovakia,Finland,2843
#####,Slovakia,France,23868
#####,Slovakia,Germany,93233
#####,Slovakia,Ghana,12747
#####,Slovakia,Ireland,7536
#####,Slovakia,Italy,75220
#####,Slovakia,Latvia,1485
#####,Slovakia,Liberia,114
#####,Slovakia,Lithuania,211745
#####,Slovakia,Luxembourg,4308
#####,Slovakia,Malaysia,936
#####,Slovakia,Mali,267
#####,Slovakia,Mozambique,291
#####,Slovakia,Netherlands,65904
#####,Slovakia,Philippines,66617
#####,Slovakia,Portugal,5740
#####,Slovakia,Senegal,1261
#####,Slovakia,South Africa,1793
#####,Slovakia,Spain,215342
#####,Slovakia,Tanzania,2020
#####,Slovakia,Uganda,69655
#####,Slovakia,Zimbabwe,4992
#####,Slovenia,Austria,61079
#####,Slovenia,Belgium,232585
#####,Slovenia,Benin,8467
#####,Slovenia,Bulgaria, -   
#####,Slovenia,Burundi,31
#####,Slovenia,Cameroon,35891
#####,Slovenia,C̫te d'Ivoire,12304
#####,Slovenia,Egypt,2585
#####,Slovenia,Finland,4266
#####,Slovenia,France,43361
#####,Slovenia,Germany,87564
#####,Slovenia,Ghana,31227
#####,Slovenia,India,77213
#####,Slovenia,Ireland,693
#####,Slovenia,Italy,68646
#####,Slovenia,Latvia,355
#####,Slovenia,Liberia,4828
#####,Slovenia,Lithuania,522867
#####,Slovenia,Luxembourg,1328
#####,Slovenia,Malawi,220
#####,Slovenia,Mozambique,175
#####,Slovenia,Netherlands,8893
#####,Slovenia,Philippines,74885
#####,Slovenia,Portugal,28846
#####,Slovenia,Senegal,562
#####,Slovenia,Sierra Leone,271
#####,Slovenia,South Africa,211
#####,Slovenia,Spain,303140
#####,Slovenia,Tanzania,22691
#####,Slovenia,Uganda,14681
#####,Solomon Islands,Malaysia,364546
#####,Solomon Islands,Philippines,19026
#####,Somalia,Belgium,1440
#####,Somalia,Finland,1291
#####,Somalia,France,1614
#####,Somalia,Germany,11919
#####,Somalia,Italy,15376
#####,Somalia,Lithuania,5921
#####,Somalia,Malaysia,5491
#####,Somalia,Netherlands,2306
#####,Somalia,Philippines,205
#####,Somalia,Spain,22344
#####,South Africa,"Congo, Democratic Republic of the",594
#####,South Africa,Germany,605
#####,South Africa,Ghana,1164
#####,South Africa,India,10095
#####,South Africa,Liberia,237
#####,South Africa,Luxembourg,1407
#####,South Africa,Mozambique,3894231
#####,South Africa,Uganda,27
#####,South Africa,Zimbabwe,6130
#####,Spain,Austria,469497
#####,Spain,Belgium,22745695
#####,Spain,Benin,226579
#####,Spain,Bulgaria,1936409
#####,Spain,Burkina Faso,12754
#####,Spain,Burundi,77
#####,Spain,Cameroon,802539
#####,Spain,Colombia,461055
#####,Spain,"Congo, Democratic Republic of the",3600
#####,Spain,C̫te d'Ivoire,1302622
#####,Spain,Cyprus,12894
#####,Spain,Egypt,102069
#####,Spain,Estonia,195074
#####,Spain,Finland,185968
#####,Spain,France,5299678
#####,Spain,Gabon,44717
#####,Spain,Germany,6108120
#####,Spain,Ghana,2469208
#####,Spain,Guinea,17103
#####,Spain,Guinea-Bissau,58292
#####,Spain,India,39657
#####,Spain,Ireland,98492
#####,Spain,Italy,8067956
#####,Spain,Latvia,109814
#####,Spain,Liberia,191549
#####,Spain,Lithuania,16068919
#####,Spain,Luxembourg,207479
#####,Spain,Malawi,1036
#####,Spain,Malaysia,69235
#####,Spain,Mali,8662671
#####,Spain,Malta,9227
#####,Spain,Mozambique,206124
#####,Spain,Netherlands,1465759
#####,Spain,Philippines,1169155
#####,Spain,Portugal,10602312
#####,Spain,Senegal,8372655
#####,Spain,Sierra Leone,33294
#####,Spain,South Africa,49055
#####,Spain,Spain,25369559
#####,Spain,Tanzania,181650
#####,Spain,Uganda,138092
#####,Spain,United Kingdom,8348008
#####,Spain,Zimbabwe,6050
#####,Sri Lanka,Malaysia,3694
#####,Suriname,Austria,3071
#####,Suriname,Belgium,2818337
#####,Suriname,Bulgaria, -   
#####,Suriname,France,202339
#####,Suriname,Germany,164977
#####,Suriname,Ghana,7058
#####,Suriname,India,793208
#####,Suriname,Ireland,4847
#####,Suriname,Italy,1637
#####,Suriname,Lithuania,156187
#####,Suriname,Luxembourg,379
#####,Suriname,Malaysia,14694
#####,Suriname,Netherlands,11847594
#####,Suriname,Philippines,191
#####,Suriname,Portugal,32758
#####,Suriname,Spain,241989
#####,Sweden,Austria,808404
#####,Sweden,Belgium,1552562
#####,Sweden,Benin,106952
#####,Sweden,Bulgaria,5753
#####,Sweden,Burkina Faso,369
#####,Sweden,Burundi,17696
#####,Sweden,Cameroon,548335
#####,Sweden,Colombia,2362
#####,Sweden,"Congo, Democratic Republic of the",347516
#####,Sweden,C̫te d'Ivoire,732483
#####,Sweden,Egypt,2021173
#####,Sweden,Estonia,188786
#####,Sweden,Finland,557279
#####,Sweden,France,1151237
#####,Sweden,Gabon,8635
#####,Sweden,Germany,5353176
#####,Sweden,Ghana,1117695
#####,Sweden,Guinea,3056
#####,Sweden,Guinea-Bissau,525
#####,Sweden,India,1086
#####,Sweden,Ireland,63859
#####,Sweden,Italy,1722188
#####,Sweden,Latvia,514733
#####,Sweden,Liberia,301393
#####,Sweden,Lithuania,1813669
#####,Sweden,Luxembourg,45602
#####,Sweden,Malawi,19513
#####,Sweden,Malaysia,640577
#####,Sweden,Mali,132599
#####,Sweden,Mozambique,428319
#####,Sweden,Netherlands,1042619
#####,Sweden,Philippines,1122376
#####,Sweden,Portugal,785148
#####,Sweden,Senegal,471842
#####,Sweden,Sierra Leone,5088
#####,Sweden,South Africa,179122
#####,Sweden,Spain,3509547
#####,Sweden,Tanzania,583629
#####,Sweden,Uganda,1862726
#####,Sweden,United Kingdom,3011328
#####,Sweden,Zimbabwe,24442
#####,Switzerland,Austria,1603603
#####,Switzerland,Belgium,2736931
#####,Switzerland,Benin,687006
#####,Switzerland,Bulgaria,7149
#####,Switzerland,Burkina Faso,79549
#####,Switzerland,Burundi,6494
#####,Switzerland,Cameroon,5257502
#####,Switzerland,Colombia,11598
#####,Switzerland,"Congo, Democratic Republic of the",148122
#####,Switzerland,C̫te d'Ivoire,2045772
#####,Switzerland,Egypt,272353
#####,Switzerland,Estonia,28773
#####,Switzerland,Finland,120818
#####,Switzerland,France,3929700
#####,Switzerland,Gabon,201856
#####,Switzerland,Germany,4631880
#####,Switzerland,Ghana,2032677
#####,Switzerland,Guinea,45685
#####,Switzerland,Guinea-Bissau,13515
#####,Switzerland,India,676
#####,Switzerland,Ireland,29859
#####,Switzerland,Italy,5451349
#####,Switzerland,Latvia,346144
#####,Switzerland,Liberia,121815
#####,Switzerland,Lithuania,1992733
#####,Switzerland,Luxembourg,142722
#####,Switzerland,Malawi,15962
#####,Switzerland,Malaysia,296399
#####,Switzerland,Mali,438565
#####,Switzerland,Malta,2794
#####,Switzerland,Mozambique,424147
#####,Switzerland,Netherlands,498582
#####,Switzerland,Philippines,1993821
#####,Switzerland,Portugal,14612570
#####,Switzerland,Senegal,2336457
#####,Switzerland,Sierra Leone,30189
#####,Switzerland,South Africa,55216
#####,Switzerland,Spain,10650205
#####,Switzerland,Tanzania,649463
#####,Switzerland,Uganda,1290327
#####,Switzerland,Zimbabwe,35570
#####,"Taiwan, Province of China",Austria,2690
#####,"Taiwan, Province of China",Belgium,10470
#####,"Taiwan, Province of China",Burkina Faso,10914
#####,"Taiwan, Province of China",Egypt,12634
#####,"Taiwan, Province of China",Estonia,985
#####,"Taiwan, Province of China",Finland,436
#####,"Taiwan, Province of China",France,41064
#####,"Taiwan, Province of China",Germany,33910
#####,"Taiwan, Province of China",Ghana,9528
#####,"Taiwan, Province of China",Italy,33111
#####,"Taiwan, Province of China",Latvia,1058
#####,"Taiwan, Province of China",Lithuania,28168
#####,"Taiwan, Province of China",Malaysia,593687
#####,"Taiwan, Province of China",Netherlands,33919
#####,"Taiwan, Province of China",Portugal,4647
#####,"Taiwan, Province of China",Spain,20075
#####,Tanzania,Belgium,1912
#####,Tanzania,Burkina Faso,27
#####,Tanzania,Egypt,13200
#####,Tanzania,Finland,925
#####,Tanzania,France,2960
#####,Tanzania,Germany,20309
#####,Tanzania,Ghana,5973
#####,Tanzania,India,5896513
#####,Tanzania,Italy,939
#####,Tanzania,Lithuania,1997
#####,Tanzania,Malawi,22
#####,Tanzania,Malaysia,4721
#####,Tanzania,Mozambique,310
#####,Tanzania,Netherlands,5987
#####,Tanzania,Portugal,711
#####,Tanzania,Spain,334
#####,Tanzania,Tanzania,866
#####,Tanzania,Uganda,302408
#####,Tanzania,Zimbabwe,2180
#####,Thailand,Austria,31217
#####,Thailand,Belgium,427520
#####,Thailand,Benin,35052
#####,Thailand,Cameroon,18251
#####,Thailand,"Congo, Democratic Republic of the",50
#####,Thailand,C̫te d'Ivoire,4421
#####,Thailand,Cyprus,6008
#####,Thailand,Egypt,902
#####,Thailand,Estonia,10811
#####,Thailand,Finland,136879
#####,Thailand,France,551088
#####,Thailand,Gabon,2616
#####,Thailand,Germany,880510
#####,Thailand,Ghana,699807
#####,Thailand,Guinea,17733
#####,Thailand,India,88978
#####,Thailand,Ireland,7
#####,Thailand,Italy,156693
#####,Thailand,Latvia,19846
#####,Thailand,Liberia,17421
#####,Thailand,Lithuania,165864
#####,Thailand,Luxembourg,6849
#####,Thailand,Malaysia,4173452
#####,Thailand,Mali,1536
#####,Thailand,Netherlands,719208
#####,Thailand,Philippines,3338778
#####,Thailand,Portugal,58664
#####,Thailand,Senegal,21043
#####,Thailand,Sierra Leone,439
#####,Thailand,South Africa,110721
#####,Thailand,Spain,397322
#####,Thailand,Tanzania,58875
#####,Thailand,Uganda,1315001
#####,Thailand,United Kingdom,3132352
#####,Thailand,Zimbabwe,7476
#####,Togo,Belgium,1598872
#####,Togo,Benin,951
#####,Togo,Cameroon,11086
#####,Togo,C̫te d'Ivoire,1561
#####,Togo,Finland,331
#####,Togo,France,3510271
#####,Togo,Gabon,288
#####,Togo,Germany,137436
#####,Togo,Ghana,1144
#####,Togo,Guinea,1127
#####,Togo,India,26002
#####,Togo,Italy,12032
#####,Togo,Lithuania,512412
#####,Togo,Luxembourg,7400
#####,Togo,Mali,1075
#####,Togo,Netherlands,5578
#####,Togo,Portugal,15562
#####,Togo,Senegal,3115
#####,Togo,South Africa,40
#####,Togo,Spain,23579
#####,Togo,Uganda,55
#####,Trinidad and Tobago,Austria,12040
#####,Trinidad and Tobago,Belgium,92443
#####,Trinidad and Tobago,France,97801
#####,Trinidad and Tobago,Germany,99782
#####,Trinidad and Tobago,Ghana,18979
#####,Trinidad and Tobago,India,5466969
#####,Trinidad and Tobago,Italy,31558
#####,Trinidad and Tobago,Latvia,1923
#####,Trinidad and Tobago,Lithuania,5869
#####,Trinidad and Tobago,Luxembourg,46
#####,Trinidad and Tobago,Netherlands,140846
#####,Trinidad and Tobago,Portugal,25611
#####,Trinidad and Tobago,South Africa,155
#####,Trinidad and Tobago,Spain,49832
#####,Turkey,Austria,871751
#####,Turkey,Belgium,499095
#####,Turkey,Bulgaria,6111
#####,Turkey,Egypt,7002
#####,Turkey,Estonia,19985
#####,Turkey,Finland,87000
#####,Turkey,France,858087
#####,Turkey,Germany,5013739
#####,Turkey,Ghana,115
#####,Turkey,Ireland,5118
#####,Turkey,Italy,204015
#####,Turkey,Latvia,33031
#####,Turkey,Lithuania,168518
#####,Turkey,Luxembourg,26198
#####,Turkey,Malaysia,7769
#####,Turkey,Netherlands,773047
#####,Turkey,Portugal,52596
#####,Turkey,Spain,182514
#####,Turks and Caicos Islands,Benin,161
#####,Turks and Caicos Islands,Egypt, -   
#####,Turks and Caicos Islands,Finland,385
#####,Turks and Caicos Islands,France,29482
#####,Turks and Caicos Islands,Ghana,9785
#####,Turks and Caicos Islands,India,131156
#####,Turks and Caicos Islands,Italy,5385
#####,Turks and Caicos Islands,Netherlands,7460
#####,Turks and Caicos Islands,Portugal,85
#####,Turks and Caicos Islands,South Africa,390
#####,Turks and Caicos Islands,Spain,43280
#####,Turks and Caicos Islands,United Kingdom,1440
#####,Uganda,Austria,135
#####,Uganda,Belgium,60528
#####,Uganda,Benin,26
#####,Uganda,Burundi,9
#####,Uganda,Cameroon,1975
#####,Uganda,"Congo, Democratic Republic of the",18
#####,Uganda,C̫te d'Ivoire,41
#####,Uganda,Egypt,450
#####,Uganda,Finland,513
#####,Uganda,France,21248
#####,Uganda,Germany,36398
#####,Uganda,Ghana,4484
#####,Uganda,India,115574
#####,Uganda,Italy,432
#####,Uganda,Latvia,182
#####,Uganda,Liberia,3607
#####,Uganda,Lithuania,1727
#####,Uganda,Malaysia,4832
#####,Uganda,Mozambique,751
#####,Uganda,Netherlands,3915
#####,Uganda,Philippines,1392
#####,Uganda,Portugal,54
#####,Uganda,Sierra Leone,121
#####,Uganda,South Africa,2793
#####,Uganda,South Sudan,9
#####,Uganda,Tanzania,3204
#####,Uganda,United Kingdom,72
#####,Uganda,Zimbabwe,10
#####,United Arab Emirates,Austria,1456180
#####,United Arab Emirates,Belgium,6267681
#####,United Arab Emirates,Benin,129221
#####,United Arab Emirates,Bulgaria,38248
#####,United Arab Emirates,Burkina Faso,1637
#####,United Arab Emirates,Burundi,37
#####,United Arab Emirates,Cameroon,119801
#####,United Arab Emirates,"Congo, Democratic Republic of the",91
#####,United Arab Emirates,C̫te d'Ivoire,105554
#####,United Arab Emirates,Cyprus,5238
#####,United Arab Emirates,Egypt,1835639
#####,United Arab Emirates,Estonia,316075
#####,United Arab Emirates,Finland,765973
#####,United Arab Emirates,France,14617140
#####,United Arab Emirates,Gabon,878
#####,United Arab Emirates,Germany,15611825
#####,United Arab Emirates,Ghana,2579966
#####,United Arab Emirates,Guinea,796
#####,United Arab Emirates,Guinea-Bissau,1102
#####,United Arab Emirates,India,190488720
#####,United Arab Emirates,Ireland,136711
#####,United Arab Emirates,Italy,7386761
#####,United Arab Emirates,Latvia,444049
#####,United Arab Emirates,Liberia,14573
#####,United Arab Emirates,Lithuania,6896113
#####,United Arab Emirates,Luxembourg,461670
#####,United Arab Emirates,Malawi,103
#####,United Arab Emirates,Malaysia,28810581
#####,United Arab Emirates,Mali,5541
#####,United Arab Emirates,Mozambique,96612
#####,United Arab Emirates,Netherlands,5615975
#####,United Arab Emirates,Philippines,15966604
#####,United Arab Emirates,Portugal,5599917
#####,United Arab Emirates,Senegal,91475
#####,United Arab Emirates,Sierra Leone,10534
#####,United Arab Emirates,South Africa,96861
#####,United Arab Emirates,South Sudan,377
#####,United Arab Emirates,Spain,8920112
#####,United Arab Emirates,Tanzania,760369
#####,United Arab Emirates,Turkey,233757
#####,United Arab Emirates,Uganda,20672952
#####,United Arab Emirates,United Kingdom,82179868
#####,United Arab Emirates,Zimbabwe,146783
#####,United Kingdom,Austria,1207483
#####,United Kingdom,Belgium,5689643
#####,United Kingdom,Benin,478191
#####,United Kingdom,Bulgaria,42588
#####,United Kingdom,Burkina Faso,12551
#####,United Kingdom,Burundi,19402
#####,United Kingdom,Cameroon,3016443
#####,United Kingdom,Colombia,11624
#####,United Kingdom,"Congo, Democratic Republic of the",262599
#####,United Kingdom,C̫te d'Ivoire,1129057
#####,United Kingdom,Cyprus,198277
#####,United Kingdom,Egypt,3443927
#####,United Kingdom,Estonia,367583
#####,United Kingdom,Finland,1087169
#####,United Kingdom,France,14281752
#####,United Kingdom,Gabon,189764
#####,United Kingdom,Germany,11112490
#####,United Kingdom,Ghana,15088431
#####,United Kingdom,Guinea,71577
#####,United Kingdom,Guinea-Bissau,78805
#####,United Kingdom,India,383203798
#####,United Kingdom,Ireland,506455
#####,United Kingdom,Italy,14616140
#####,United Kingdom,Latvia,3626196
#####,United Kingdom,Liberia,248168
#####,United Kingdom,Lithuania,8641237
#####,United Kingdom,Luxembourg,230663
#####,United Kingdom,Malawi,173791
#####,United Kingdom,Malaysia,11672056
#####,United Kingdom,Mali,85543
#####,United Kingdom,Malta,49677
#####,United Kingdom,Mozambique,1962950
#####,United Kingdom,Netherlands,5371925
#####,United Kingdom,Philippines,11207144
#####,United Kingdom,Portugal,32245003
#####,United Kingdom,Senegal,645521
#####,United Kingdom,Sierra Leone,347553
#####,United Kingdom,South Africa,1240571
#####,United Kingdom,South Sudan,31
#####,United Kingdom,Spain,35972833
#####,United Kingdom,Tanzania,2034082
#####,United Kingdom,Turkey,1294160
#####,United Kingdom,Uganda,6844743
#####,United Kingdom,United Kingdom,174784663
#####,United Kingdom,Zimbabwe,1016601
#####,United States of America,Austria,7105502
#####,United States of America,Belgium,13194420
#####,United States of America,Benin,7500802
#####,United States of America,Bulgaria,107987
#####,United States of America,Burkina Faso,85260
#####,United States of America,Burundi,59578
#####,United States of America,Cameroon,28852013
#####,United States of America,Colombia,1116141
#####,United States of America,"Congo, Democratic Republic of the",1870334
#####,United States of America,C̫te d'Ivoire,8267219
#####,United States of America,Cyprus,55497
#####,United States of America,Egypt,21572268
#####,United States of America,Estonia,1616120
#####,United States of America,Finland,4262437
#####,United States of America,France,41546197
#####,United States of America,Gabon,1976175
#####,United States of America,Germany,56425876
#####,United States of America,Ghana,114791686
#####,United States of America,Guinea,586616
#####,United States of America,Guinea-Bissau,66744
#####,United States of America,India,77628501
#####,United States of America,Ireland,762771
#####,United States of America,Italy,47926270
#####,United States of America,Latvia,4659053
#####,United States of America,Liberia,546795
#####,United States of America,Lithuania,14596853
#####,United States of America,Luxembourg,534860
#####,United States of America,Malawi,387006
#####,United States of America,Malaysia,27591823
#####,United States of America,Mali,3180650
#####,United States of America,Malta,22203
#####,United States of America,Mozambique,3150795
#####,United States of America,Netherlands,19440227
#####,United States of America,Philippines,150878811
#####,United States of America,Poland,13
#####,United States of America,Portugal,44750523
#####,United States of America,Senegal,4981744
#####,United States of America,Sierra Leone,1568047
#####,United States of America,South Africa,1543525
#####,United States of America,South Sudan,35
#####,United States of America,Spain,143876209
#####,United States of America,Tanzania,10094319
#####,United States of America,Turkey,984364
#####,United States of America,Uganda,29032427
#####,United States of America,United Kingdom,149557462
#####,United States of America,Zimbabwe,2376031
#####,Uruguay,Austria,13562
#####,Uruguay,Belgium,39548
#####,Uruguay,Estonia,145
#####,Uruguay,Finland,3801
#####,Uruguay,France,48967
#####,Uruguay,Germany,89361
#####,Uruguay,Ghana,1692
#####,Uruguay,India,87199
#####,Uruguay,Ireland,92
#####,Uruguay,Italy,109639
#####,Uruguay,Lithuania,11666
#####,Uruguay,Luxembourg,279
#####,Uruguay,Netherlands,32603
#####,Uruguay,Portugal,54407
#####,Uruguay,Spain,1447982
#####,Uzbekistan,Austria,4721
#####,Uzbekistan,Belgium,2882
#####,Uzbekistan,Estonia,117
#####,Uzbekistan,France,14705
#####,Uzbekistan,Germany,128977
#####,Uzbekistan,Italy,58423
#####,Uzbekistan,Latvia,11046
#####,Uzbekistan,Lithuania,22430
#####,Uzbekistan,Netherlands,26475
#####,Uzbekistan,Portugal,160
#####,Uzbekistan,Spain,15762
#####,Vanuatu,Belgium,4123
#####,Vanuatu,France,2406
#####,Vanuatu,India,6106
#####,Virgin Islands (British),Belgium,249
#####,Virgin Islands (British),France,14689
#####,Virgin Islands (British),Germany,1835
#####,Virgin Islands (British),India,13355
#####,Virgin Islands (British),Philippines,28928
#####,Virgin Islands (British),Spain,818
#####,Yemen,Germany,195
#####,Zambia,Austria,939
#####,Zambia,Belgium,3147
#####,Zambia,Benin,15445
#####,Zambia,Cameroon,631
#####,Zambia,"Congo, Democratic Republic of the",708
